job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avarage_salary_USD,Year,Month,salary_level
1419,Austin-Garza,Education,Data Scientist,"Reinforcement Learning, Pandas, AWS",Entry,Contract,"Landryburgh, BO",83012-128069,2/27/2025,Mid,KDB+,83012,128069,105540.5,2025,2,Medium
1420,Cook-Francis,Automotive,Quant Researcher,"SQL, GCP, Excel, CUDA, R",Entry,Remote,"Bridgesberg, AZ",94512-159116,10/6/2024,Startup,"BigQuery, KDB+",94512,159116,126814,2024,10,Medium
1421,Frank-Graham,Education,ML Engineer,"Scikit-learn, Excel, Python, Flask, GCP, C++",Entry,Internship,"South Derrick, BT",56379-96578,3/8/2024,Startup,"TensorFlow, KDB+",56379,96578,76478.5,2024,3,Low
1422,Miller Inc,Tech,NLP Engineer,"Pandas, GCP, Azure, Reinforcement Learning, TensorFlow, MLflow",Mid,Internship,"Alishire, YE",67160-129962,11/16/2024,Startup,"PyTorch, LangChain, BigQuery",67160,129962,98561,2024,11,Low
1423,Hughes Group,Retail,Computer Vision Engineer,"CUDA, SQL, C++, PyTorch, Hugging Face, AWS",Senior,Full-time,"Susanville, JO",41141-82048,7/20/2025,Startup,LangChain,41141,82048,61594.5,2025,7,Low
1424,Wallace LLC,Automotive,AI Product Manager,"Hugging Face, Power BI, TensorFlow, C++, Python, AWS",Mid,Full-time,"Williefort, SE",119291-180214,8/16/2024,Large,"Scikit-learn, BigQuery",119291,180214,149752.5,2024,8,Medium
1425,"Little, Bishop and Silva",Automotive,NLP Engineer,"LangChain, CUDA, FastAPI, Excel, GCP, Power BI",Senior,Contract,"Hubbardville, RU",68514-83310,2/25/2025,Large,Scikit-learn,68514,83310,75912,2025,2,Low
1426,Randall-Lewis,Education,AI Researcher,"MLflow, Python, Reinforcement Learning, SQL, Pandas, NumPy",Entry,Internship,"Lake Debbie, DZ",136136-173242,11/12/2024,Large,"LangChain, FastAPI",136136,173242,154689,2024,11,High
1427,Jones PLC,Tech,ML Engineer,"Scikit-learn, C++, NumPy, FastAPI",Senior,Remote,"Lake Melissaburgh, NP",84014-111768,4/27/2025,Mid,"BigQuery, KDB+",84014,111768,97891,2025,4,Low
1428,"Diaz, Thomas and Hahn",Retail,Computer Vision Engineer,"TensorFlow, C++, Pandas",Entry,Full-time,"North Cody, QA",95419-156635,2/18/2024,Startup,"TensorFlow, KDB+",95419,156635,126027,2024,2,Medium
1429,Strickland-Oliver,E-commerce,Data Analyst,"TensorFlow, PyTorch, C++",Entry,Contract,"Kimberlyland, SN",149578-227156,9/14/2025,Mid,"LangChain, FastAPI",149578,227156,188367,2025,9,High
1430,Bartlett-Long,Tech,NLP Engineer,"Hugging Face, SQL, AWS, Scikit-learn, C++, Pandas",Mid,Internship,"New Chrisport, MC",76646-175442,8/28/2024,Large,"TensorFlow, FastAPI",76646,175442,126044,2024,8,Medium
1431,"Martin, Reeves and Holt",Finance,Data Scientist,"CUDA, Scikit-learn, R, Azure",Senior,Contract,"Carolport, WS",59448-101920,3/8/2024,Mid,"BigQuery, LangChain",59448,101920,80684,2024,3,Low
1432,Roth-Caldwell,Healthcare,NLP Engineer,"LangChain, PyTorch, TensorFlow, GCP",Entry,Remote,"Brownmouth, SA",41904-79881,12/27/2023,Startup,"TensorFlow, MLflow, BigQuery",41904,79881,60892.5,2023,12,Low
1433,"Cherry, Hernandez and Powell",Automotive,ML Engineer,"MLflow, AWS, SQL, Pandas",Entry,Contract,"Carrollbury, TG",122152-211094,8/15/2024,Startup,"LangChain, FastAPI",122152,211094,166623,2024,8,High
1434,Ross-Harris,Education,Data Scientist,"Python, Flask, Azure, MLflow, Keras, Power BI",Mid,Contract,"East Austinchester, GT",148075-159793,5/5/2024,Mid,"BigQuery, TensorFlow",148075,159793,153934,2024,5,High
1435,Riley-Little,Education,NLP Engineer,"Power BI, Excel, Scikit-learn, Hugging Face, FastAPI",Senior,Internship,"South Rachel, MU",138448-172737,1/28/2024,Startup,LangChain,138448,172737,155592.5,2024,1,High
1436,"Bell, Boyer and Thompson",Tech,ML Engineer,"Python, Keras, Hugging Face, Flask, TensorFlow",Entry,Full-time,"Stevehaven, VC",114961-137232,12/23/2023,Mid,MLflow,114961,137232,126096.5,2023,12,Medium
1437,"Carter, Green and Page",Automotive,AI Product Manager,"CUDA, TensorFlow, PyTorch, Python, R, NumPy",Entry,Internship,"Port Breannastad, DJ",120680-197411,12/23/2023,Startup,"LangChain, TensorFlow, KDB+",120680,197411,159045.5,2023,12,High
1438,Fernandez-Campos,Automotive,Data Analyst,"Python, TensorFlow, Power BI",Entry,Remote,"Virginiaside, SA",130193-219722,8/19/2025,Mid,"FastAPI, KDB+, TensorFlow",130193,219722,174957.5,2025,8,High
1439,"Smith, Austin and Robinson",Tech,Data Analyst,"MLflow, Keras, GCP",Senior,Remote,"Jenniferland, PS",63320-102902,4/7/2025,Large,Scikit-learn,63320,102902,83111,2025,4,Low
1440,Graham-Cox,E-commerce,Quant Researcher,"MLflow, Hugging Face, Scikit-learn, C++",Mid,Full-time,"Suzanneton, GQ",144303-234237,7/5/2025,Startup,TensorFlow,144303,234237,189270,2025,7,High
1441,"Blake, Chen and Barnes",Finance,Computer Vision Engineer,"Pandas, TensorFlow, Hugging Face",Mid,Contract,"Davidmouth, AR",125644-191197,4/18/2025,Startup,TensorFlow,125644,191197,158420.5,2025,4,High
1442,Wilson-Anderson,Retail,Computer Vision Engineer,"Power BI, NumPy, TensorFlow, Flask, SQL",Senior,Full-time,"South Alexton, IQ",124397-179920,7/25/2024,Startup,"BigQuery, FastAPI",124397,179920,152158.5,2024,7,High
1443,"Allison, Jensen and Wilson",Finance,Data Analyst,"Hugging Face, Scikit-learn, GCP, TensorFlow, NumPy",Senior,Full-time,"West Larrybury, GB",100967-158917,10/20/2023,Startup,BigQuery,100967,158917,129942,2023,10,Medium
1444,Smith PLC,Tech,Computer Vision Engineer,"Power BI, Hugging Face, Azure, NumPy, SQL",Mid,Contract,"West Gerald, SV",86614-168639,5/29/2025,Mid,"BigQuery, PyTorch",86614,168639,127626.5,2025,5,Medium
1445,Rose-Knight,Retail,Computer Vision Engineer,"MLflow, TensorFlow, Reinforcement Learning",Entry,Internship,"Marcustown, TL",91509-117239,11/23/2023,Large,FastAPI,91509,117239,104374,2023,11,Medium
1446,Castro-Carpenter,E-commerce,AI Product Manager,"Flask, AWS, TensorFlow, NumPy",Mid,Internship,"East Jonathanville, CF",105140-164172,1/5/2025,Large,"Scikit-learn, KDB+",105140,164172,134656,2025,1,Medium
1447,Wilson PLC,Retail,Data Analyst,"Scikit-learn, GCP, LangChain, Python, CUDA, Excel",Entry,Remote,"Lake Patrickmouth, SG",117356-209343,11/24/2024,Startup,LangChain,117356,209343,163349.5,2024,11,High
1448,Hodges-Johnson,Finance,AI Product Manager,"Hugging Face, Excel, Scikit-learn, CUDA, SQL, PyTorch",Senior,Remote,"Robersonport, DO",140190-184813,4/19/2025,Startup,"BigQuery, LangChain, Scikit-learn",140190,184813,162501.5,2025,4,High
1449,Alvarado PLC,Education,Quant Researcher,"Pandas, MLflow, Power BI, Python",Senior,Internship,"Lake William, FI",91516-113851,7/2/2024,Startup,"LangChain, TensorFlow",91516,113851,102683.5,2024,7,Medium
1450,"Brown, White and Alvarado",Retail,ML Engineer,"Hugging Face, TensorFlow, C++, Keras, AWS",Senior,Full-time,"Loweland, CN",42598-130452,3/4/2024,Startup,"Scikit-learn, BigQuery",42598,130452,86525,2024,3,Low
1451,Flores-Lee,Healthcare,Data Analyst,"C++, Excel, Pandas",Entry,Remote,"Catherineshire, BG",43782-76516,2/19/2025,Startup,TensorFlow,43782,76516,60149,2025,2,Low
1452,"Sexton, Woods and Allen",Healthcare,ML Engineer,"NumPy, Python, PyTorch",Senior,Internship,"West Ruth, NZ",113253-141139,1/25/2025,Mid,PyTorch,113253,141139,127196,2025,1,Medium
1453,Robinson Ltd,Healthcare,ML Engineer,"Reinforcement Learning, TensorFlow, Excel, Azure",Senior,Full-time,"West Michael, BS",103189-201637,12/21/2024,Startup,"TensorFlow, LangChain",103189,201637,152413,2024,12,High
1454,Williams-Cooper,Automotive,Data Analyst,"Excel, R, FastAPI",Senior,Contract,"North Kelly, JO",40447-58415,9/13/2024,Startup,"Scikit-learn, MLflow",40447,58415,49431,2024,9,Low
1455,Garcia-Moss,Healthcare,AI Product Manager,"Excel, R, MLflow, Azure, Flask, TensorFlow",Senior,Internship,"North Jay, AG",66165-124209,2/24/2025,Startup,"PyTorch, TensorFlow, MLflow",66165,124209,95187,2025,2,Low
1456,"Lopez, Kelley and Davis",Automotive,NLP Engineer,"LangChain, SQL, Hugging Face, AWS, CUDA",Senior,Contract,"West Robertfort, NR",55662-72677,1/13/2025,Startup,"KDB+, FastAPI, PyTorch",55662,72677,64169.5,2025,1,Low
1457,Hunter Inc,Education,NLP Engineer,"Excel, Power BI, Python",Senior,Full-time,"Adamfort, PK",82452-157433,1/7/2025,Mid,"FastAPI, PyTorch",82452,157433,119942.5,2025,1,Medium
1458,Bush Inc,Education,AI Researcher,"MLflow, Pandas, NumPy, GCP, FastAPI, LangChain",Entry,Full-time,"New Christophermouth, MC",89994-162981,3/9/2025,Startup,"FastAPI, KDB+, PyTorch",89994,162981,126487.5,2025,3,Medium
1459,"Martin, Joseph and Baldwin",Retail,NLP Engineer,"GCP, Flask, TensorFlow, MLflow",Entry,Full-time,"North Jamiestad, CA",88502-151208,8/13/2025,Large,"BigQuery, PyTorch",88502,151208,119855,2025,8,Medium
1460,Kelly and Sons,Retail,NLP Engineer,"Reinforcement Learning, MLflow, Hugging Face, C++, Azure",Senior,Remote,"Taylorchester, VE",104608-194654,11/12/2023,Startup,MLflow,104608,194654,149631,2023,11,Medium
1461,Wheeler LLC,Finance,Computer Vision Engineer,"Hugging Face, TensorFlow, MLflow",Senior,Remote,"Wellsport, SL",59714-136906,2/16/2024,Startup,"PyTorch, KDB+, TensorFlow",59714,136906,98310,2024,2,Low
1462,"Moore, Smith and Obrien",Education,Quant Researcher,"FastAPI, Scikit-learn, MLflow",Mid,Contract,"West Chad, GY",129435-219563,1/18/2025,Startup,BigQuery,129435,219563,174499,2025,1,High
1463,"Perez, Rangel and Pugh",Education,AI Product Manager,"MLflow, CUDA, GCP, Pandas, Power BI",Mid,Remote,"Jeremyshire, CI",98022-116786,5/30/2024,Mid,"KDB+, Scikit-learn, MLflow",98022,116786,107404,2024,5,Medium
1464,Martinez-Williams,Education,Data Analyst,"Python, Azure, CUDA, NumPy, Power BI",Senior,Contract,"Christopherfort, BJ",74164-101550,10/24/2024,Large,"FastAPI, KDB+",74164,101550,87857,2024,10,Low
1465,Klein-Williams,E-commerce,NLP Engineer,"Pandas, MLflow, C++, Reinforcement Learning, SQL, Python",Mid,Internship,"Amberchester, AU",125699-188499,5/14/2024,Startup,"LangChain, MLflow",125699,188499,157099,2024,5,High
1466,Vazquez and Sons,Healthcare,AI Researcher,"GCP, C++, FastAPI",Senior,Contract,"Porterland, UZ",81948-127477,3/9/2025,Large,TensorFlow,81948,127477,104712.5,2025,3,Medium
1467,"Calderon, Kelly and Velasquez",Tech,ML Engineer,"NumPy, Python, SQL, CUDA, Hugging Face",Entry,Internship,"West Drew, MU",86924-166800,10/14/2024,Mid,"FastAPI, BigQuery",86924,166800,126862,2024,10,Medium
1468,Johnson-Rivas,Retail,AI Researcher,"GCP, TensorFlow, Hugging Face",Senior,Contract,"North Lauren, LU",139991-156099,9/12/2024,Startup,"LangChain, TensorFlow, BigQuery",139991,156099,148045,2024,9,Medium
1469,"Lee, Huerta and Mcclain",Tech,AI Researcher,"Excel, LangChain, AWS, CUDA, Hugging Face, Power BI",Entry,Full-time,"New Benjamin, NO",121461-158777,2/12/2024,Mid,"Scikit-learn, MLflow",121461,158777,140119,2024,2,Medium
1470,Wilson LLC,Retail,Data Analyst,"Power BI, GCP, NumPy",Senior,Full-time,"Stacyview, AO",41311-111484,10/31/2024,Mid,"LangChain, MLflow",41311,111484,76397.5,2024,10,Low
1471,Beck-Miller,Retail,Computer Vision Engineer,"Reinforcement Learning, Keras, TensorFlow, Python, LangChain",Senior,Remote,"Bushport, SC",42488-58522,8/8/2024,Startup,"Scikit-learn, MLflow, LangChain",42488,58522,50505,2024,8,Low
1472,Dominguez LLC,Education,Data Analyst,"Reinforcement Learning, Keras, MLflow, PyTorch, Pandas",Entry,Remote,"New Austin, CN",74011-171651,9/11/2024,Mid,TensorFlow,74011,171651,122831,2024,9,Medium
1473,Ruiz-Smith,E-commerce,AI Researcher,"Pandas, MLflow, LangChain, Hugging Face, TensorFlow, PyTorch",Senior,Full-time,"Jennifershire, ES",91345-189314,6/20/2025,Mid,FastAPI,91345,189314,140329.5,2025,6,Medium
1474,Johnson LLC,Healthcare,ML Engineer,"Hugging Face, Excel, TensorFlow, R, Keras",Mid,Contract,"West Samanthamouth, VU",114617-173395,9/11/2024,Large,PyTorch,114617,173395,144006,2024,9,Medium
1475,"Gonzalez, Smith and Rice",Finance,Data Scientist,"Flask, PyTorch, LangChain, Pandas, Azure, FastAPI",Senior,Contract,"Port Robert, CG",52660-62953,2/5/2025,Mid,"TensorFlow, PyTorch",52660,62953,57806.5,2025,2,Low
1476,"Trevino, Adams and Carroll",Automotive,Computer Vision Engineer,"GCP, Power BI, AWS, LangChain",Mid,Internship,"East Jocelynfort, HN",78844-134900,8/4/2024,Startup,"FastAPI, Scikit-learn",78844,134900,106872,2024,8,Medium
1477,"Ellis, Jones and Grant",Education,NLP Engineer,"Python, Pandas, C++",Entry,Full-time,"Johnbury, TR",95991-162094,1/31/2025,Large,"FastAPI, BigQuery, PyTorch",95991,162094,129042.5,2025,1,Medium
1478,Griffin and Sons,Finance,Computer Vision Engineer,"R, NumPy, PyTorch, Pandas",Senior,Contract,"Ronaldbury, LA",119616-205812,2/15/2024,Large,PyTorch,119616,205812,162714,2024,2,High
1479,Crawford Ltd,Tech,Quant Researcher,"R, Pandas, CUDA",Entry,Contract,"Ericfurt, NO",68863-85315,3/18/2025,Startup,FastAPI,68863,85315,77089,2025,3,Low
1480,"Bell, Ruiz and Hull",Education,Data Scientist,"MLflow, FastAPI, GCP",Entry,Contract,"Michaeltown, PW",47522-136959,9/24/2023,Large,"TensorFlow, FastAPI, BigQuery",47522,136959,92240.5,2023,9,Low
1481,Wilkerson LLC,Tech,NLP Engineer,"NumPy, Flask, Pandas",Mid,Internship,"Jenniferbury, DJ",72658-145079,10/19/2023,Startup,KDB+,72658,145079,108868.5,2023,10,Medium
1482,Davis-Owen,Finance,NLP Engineer,"Hugging Face, MLflow, Python, Reinforcement Learning",Mid,Remote,"Nicholaston, MN",72872-168844,11/16/2024,Startup,"BigQuery, TensorFlow",72872,168844,120858,2024,11,Medium
1483,Fry Inc,E-commerce,Data Analyst,"Power BI, CUDA, Excel",Senior,Contract,"North Melanie, SG",49176-116584,7/19/2025,Startup,"BigQuery, MLflow",49176,116584,82880,2025,7,Low
1484,Myers PLC,Finance,NLP Engineer,"Power BI, TensorFlow, NumPy, MLflow",Mid,Remote,"West Denise, SZ",40845-77525,2/17/2025,Startup,FastAPI,40845,77525,59185,2025,2,Low
1485,Rosales Ltd,Education,Quant Researcher,"PyTorch, GCP, Reinforcement Learning, TensorFlow, FastAPI",Mid,Remote,"Mitchellview, CO",105204-144217,10/29/2023,Mid,"KDB+, Scikit-learn, PyTorch",105204,144217,124710.5,2023,10,Medium
1486,"Wilkerson, Chase and Rivera",Tech,Data Scientist,"AWS, R, FastAPI, Python, MLflow",Mid,Remote,"Torresport, IL",108521-197495,11/19/2023,Mid,TensorFlow,108521,197495,153008,2023,11,High
1487,Clark Ltd,Healthcare,AI Product Manager,"R, GCP, Power BI, Python, Pandas",Mid,Internship,"North Cassandraville, SI",43865-142219,9/10/2025,Startup,"LangChain, MLflow, TensorFlow",43865,142219,93042,2025,9,Low
1488,Holt-Wells,Automotive,Computer Vision Engineer,"Reinforcement Learning, C++, Pandas, Keras, NumPy",Senior,Contract,"Bryanshire, JM",133579-222158,12/12/2024,Startup,"MLflow, Scikit-learn",133579,222158,177868.5,2024,12,High
1489,Larson Ltd,Tech,ML Engineer,"FastAPI, Keras, C++, LangChain, SQL, AWS",Mid,Full-time,"Carterton, BN",46712-73011,7/27/2024,Mid,"PyTorch, LangChain",46712,73011,59861.5,2024,7,Low
1490,Ray-Edwards,Automotive,AI Researcher,"Python, Hugging Face, Flask, Excel",Entry,Full-time,"Port Krista, BZ",84284-167397,11/8/2023,Mid,"MLflow, LangChain, FastAPI",84284,167397,125840.5,2023,11,Medium
1491,"Roth, Johnson and Cummings",Healthcare,NLP Engineer,"Pandas, Python, C++",Senior,Full-time,"Brianfurt, RO",135833-197643,2/12/2025,Large,"FastAPI, MLflow, LangChain",135833,197643,166738,2025,2,High
1492,Powell-Parker,Automotive,Computer Vision Engineer,"MLflow, Scikit-learn, TensorFlow, Azure, SQL, R",Entry,Full-time,"West Jeffreyburgh, CR",141467-155307,11/3/2024,Startup,BigQuery,141467,155307,148387,2024,11,Medium
1493,Montoya Inc,Finance,Computer Vision Engineer,"Azure, R, Pandas, MLflow, TensorFlow, Keras",Mid,Remote,"Simmonsfurt, GT",123819-202854,9/28/2024,Mid,"LangChain, TensorFlow",123819,202854,163336.5,2024,9,High
1494,"Allen, Hernandez and Salazar",Finance,Data Analyst,"Reinforcement Learning, Power BI, C++, AWS",Entry,Full-time,"East Anthony, HU",98582-135739,7/5/2025,Large,TensorFlow,98582,135739,117160.5,2025,7,Medium
1495,Miller-Salazar,Healthcare,AI Researcher,"Excel, TensorFlow, Hugging Face, MLflow, SQL",Entry,Full-time,"Mccoyfort, BB",92626-143007,11/13/2023,Mid,"FastAPI, TensorFlow, BigQuery",92626,143007,117816.5,2023,11,Medium
1496,"Klein, Brown and Wallace",Healthcare,AI Product Manager,"Hugging Face, LangChain, Azure, AWS, SQL",Senior,Contract,"Markside, UY",108432-195288,9/9/2024,Large,"FastAPI, PyTorch, KDB+",108432,195288,151860,2024,9,High
1497,"Kim, Farrell and Tucker",E-commerce,AI Product Manager,"C++, Scikit-learn, FastAPI",Entry,Remote,"New Julie, KZ",121907-204567,7/4/2024,Large,TensorFlow,121907,204567,163237,2024,7,High
1498,Mckee-Brown,Finance,NLP Engineer,"FastAPI, Reinforcement Learning, PyTorch, C++, Keras",Entry,Contract,"Zacharyside, HR",85589-148109,12/23/2024,Mid,FastAPI,85589,148109,116849,2024,12,Medium
1499,"Campbell, Winters and Glover",Tech,NLP Engineer,"CUDA, Pandas, AWS, LangChain",Senior,Contract,"Haroldside, SN",139437-239385,6/7/2025,Large,"TensorFlow, KDB+",139437,239385,189411,2025,6,High
1500,Hart LLC,E-commerce,Quant Researcher,"LangChain, AWS, MLflow, SQL, Hugging Face, Power BI",Senior,Internship,"Lake Grace, ID",90279-128707,2/22/2024,Startup,Scikit-learn,90279,128707,109493,2024,2,Medium
1501,Burns-Guzman,Tech,Quant Researcher,"Flask, LangChain, C++",Entry,Internship,"South Stacymouth, KP",71813-105633,1/27/2024,Large,TensorFlow,71813,105633,88723,2024,1,Low
1502,"Craig, Ortiz and Gross",Finance,Computer Vision Engineer,"Azure, Hugging Face, TensorFlow, NumPy, PyTorch",Senior,Internship,"Garyfurt, PK",55539-114892,8/28/2025,Large,"Scikit-learn, BigQuery, KDB+",55539,114892,85215.5,2025,8,Low
1503,Mccormick Group,E-commerce,AI Researcher,"R, Reinforcement Learning, LangChain, Hugging Face, CUDA, Flask",Entry,Remote,"Julieton, NL",145430-192975,11/21/2024,Large,KDB+,145430,192975,169202.5,2024,11,High
1504,Ortiz and Sons,Education,AI Product Manager,"CUDA, FastAPI, Power BI, Flask, SQL",Senior,Internship,"East Nancy, PG",47867-139682,7/22/2025,Mid,"PyTorch, MLflow",47867,139682,93774.5,2025,7,Low
1505,"Guzman, Peterson and Perry",Tech,Computer Vision Engineer,"GCP, CUDA, R",Mid,Full-time,"North Mikayla, BZ",64749-164044,6/26/2025,Large,TensorFlow,64749,164044,114396.5,2025,6,Medium
1506,Vazquez-Davis,Tech,AI Product Manager,"Flask, Hugging Face, Keras, Excel, Scikit-learn",Mid,Remote,"North Emilyton, PT",72744-151257,2/28/2024,Startup,"LangChain, TensorFlow, FastAPI",72744,151257,112000.5,2024,2,Medium
1507,Gross PLC,E-commerce,Computer Vision Engineer,"CUDA, Excel, Keras, C++, PyTorch, GCP",Mid,Remote,"Billyton, LS",102252-156748,11/15/2024,Large,PyTorch,102252,156748,129500,2024,11,Medium
1508,Lee-Johnson,Retail,AI Product Manager,"GCP, C++, MLflow, PyTorch, Scikit-learn, FastAPI",Entry,Internship,"Rachelside, MM",75063-90302,3/10/2024,Startup,"TensorFlow, KDB+",75063,90302,82682.5,2024,3,Low
1509,Kelly Group,Education,Data Analyst,"Pandas, LangChain, Excel, Power BI, Keras",Entry,Full-time,"East Robertmouth, SO",49065-72252,6/8/2025,Mid,Scikit-learn,49065,72252,60658.5,2025,6,Low
1510,Johnson-Guzman,Automotive,NLP Engineer,"Power BI, Reinforcement Learning, LangChain, SQL, Excel, Scikit-learn",Entry,Contract,"Elizabethbury, VE",138980-186003,12/17/2024,Startup,"TensorFlow, PyTorch, MLflow",138980,186003,162491.5,2024,12,High
1511,Schneider-Barnett,Finance,AI Researcher,"TensorFlow, CUDA, Reinforcement Learning, GCP, Excel",Entry,Internship,"Jenniferfurt, SN",116702-165765,10/24/2024,Mid,PyTorch,116702,165765,141233.5,2024,10,Medium
1512,"Evans, Le and Gomez",Education,NLP Engineer,"Keras, NumPy, Reinforcement Learning, Azure, GCP, Power BI",Senior,Full-time,"Phyllisburgh, BS",49864-72810,3/21/2024,Startup,BigQuery,49864,72810,61337,2024,3,Low
1513,Wade PLC,Tech,AI Researcher,"Power BI, Keras, GCP, FastAPI",Mid,Remote,"Greenmouth, VC",105130-146172,12/8/2023,Large,TensorFlow,105130,146172,125651,2023,12,Medium
1514,Figueroa LLC,Healthcare,Data Analyst,"MLflow, FastAPI, Azure, Keras, Pandas, CUDA",Entry,Full-time,"East Nathan, MV",74633-121776,12/29/2024,Startup,Scikit-learn,74633,121776,98204.5,2024,12,Low
1515,Marshall LLC,Healthcare,Quant Researcher,"MLflow, TensorFlow, CUDA, GCP",Senior,Remote,"Peterville, SM",56993-155521,7/13/2025,Large,"BigQuery, MLflow, KDB+",56993,155521,106257,2025,7,Medium
1516,"Browning, Sanchez and Elliott",Automotive,Computer Vision Engineer,"Python, Pandas, LangChain, PyTorch, Hugging Face",Entry,Full-time,"Spearshaven, RU",46611-66817,12/20/2023,Large,"PyTorch, MLflow, Scikit-learn",46611,66817,56714,2023,12,Low
1517,"Thompson, Baker and Ortega",Finance,Data Scientist,"Reinforcement Learning, Pandas, Flask",Senior,Internship,"Parkerfort, IT",46024-113373,10/25/2024,Mid,"PyTorch, FastAPI, TensorFlow",46024,113373,79698.5,2024,10,Low
1518,"Bailey, Wilson and Fry",Retail,Computer Vision Engineer,"LangChain, Azure, GCP, Python, R, C++",Senior,Internship,"South Michael, KM",41220-94501,12/29/2023,Startup,"KDB+, MLflow, Scikit-learn",41220,94501,67860.5,2023,12,Low
1519,"Gallagher, Montes and Rowe",Tech,Data Scientist,"AWS, Flask, Reinforcement Learning, LangChain, R",Senior,Internship,"New Brian, KH",140240-228848,1/8/2024,Mid,"FastAPI, TensorFlow, MLflow",140240,228848,184544,2024,1,High
1520,"Chan, Miller and Meyer",E-commerce,AI Product Manager,"Pandas, Reinforcement Learning, NumPy, TensorFlow, Keras, CUDA",Mid,Contract,"Lake Michele, AU",136191-223887,12/6/2024,Mid,"FastAPI, TensorFlow",136191,223887,180039,2024,12,High
1521,Boyd PLC,Finance,ML Engineer,"Keras, Scikit-learn, FastAPI, Azure, GCP, CUDA",Mid,Internship,"Johnsonport, BT",103253-177379,7/12/2025,Large,"TensorFlow, LangChain, BigQuery",103253,177379,140316,2025,7,Medium
1522,Evans Group,Retail,NLP Engineer,"GCP, Keras, Flask, LangChain, TensorFlow, Python",Entry,Full-time,"South Jonathanhaven, PL",132044-204939,10/7/2024,Mid,BigQuery,132044,204939,168491.5,2024,10,High
1523,Martin-Torres,Tech,AI Researcher,"Python, Azure, Power BI, Pandas, C++, FastAPI",Mid,Internship,"Michaelport, KW",50076-116015,11/27/2024,Startup,"Scikit-learn, MLflow",50076,116015,83045.5,2024,11,Low
1524,"Gross, Rivera and Gutierrez",Automotive,Data Scientist,"LangChain, NumPy, Pandas, Azure, Scikit-learn, Hugging Face",Entry,Remote,"Olivermouth, NG",92423-112166,1/21/2024,Startup,KDB+,92423,112166,102294.5,2024,1,Medium
1525,Holland LLC,Retail,NLP Engineer,"Scikit-learn, MLflow, AWS",Entry,Internship,"Stewartborough, LV",141773-190766,10/3/2023,Mid,"Scikit-learn, MLflow",141773,190766,166269.5,2023,10,High
1526,"Novak, Clark and Sullivan",E-commerce,NLP Engineer,"FastAPI, LangChain, R",Mid,Remote,"Robinview, NZ",57442-108303,9/29/2024,Mid,"FastAPI, KDB+, BigQuery",57442,108303,82872.5,2024,9,Low
1527,Hall PLC,Tech,Quant Researcher,"Flask, Pandas, Reinforcement Learning, Scikit-learn, NumPy",Entry,Internship,"Ryanshire, TL",125288-172272,10/21/2023,Startup,"FastAPI, KDB+",125288,172272,148780,2023,10,Medium
1528,Gamble-Cardenas,E-commerce,Quant Researcher,"R, Flask, Power BI",Entry,Contract,"Kristenside, ZM",109244-192898,9/30/2024,Large,TensorFlow,109244,192898,151071,2024,9,High
1529,"Sutton, Mcdonald and Vang",Automotive,AI Product Manager,"PyTorch, Hugging Face, SQL, MLflow, R, Python",Senior,Full-time,"Jessicafort, MR",89405-129344,3/10/2024,Large,"KDB+, LangChain",89405,129344,109374.5,2024,3,Medium
1530,Foster and Sons,Tech,Computer Vision Engineer,"GCP, Flask, PyTorch, AWS, Excel, Keras",Mid,Internship,"Katelynstad, JM",125228-201338,4/4/2024,Mid,"KDB+, FastAPI, MLflow",125228,201338,163283,2024,4,High
1531,Myers Group,E-commerce,AI Product Manager,"FastAPI, Reinforcement Learning, AWS",Mid,Contract,"Williamburgh, KI",119543-164615,12/15/2023,Mid,"BigQuery, MLflow, KDB+",119543,164615,142079,2023,12,Medium
1532,Davis-French,Automotive,Computer Vision Engineer,"AWS, Excel, Flask, PyTorch",Senior,Internship,"New Miranda, YE",69269-155758,5/18/2025,Large,"LangChain, FastAPI",69269,155758,112513.5,2025,5,Medium
1533,"Rivera, Kennedy and Smith",Retail,AI Product Manager,"PyTorch, GCP, Excel, Flask",Entry,Full-time,"East Debraport, GT",75472-162820,6/24/2025,Large,"FastAPI, MLflow, PyTorch",75472,162820,119146,2025,6,Medium
1534,"Romero, Clark and Williams",Retail,Data Scientist,"GCP, Reinforcement Learning, AWS",Senior,Full-time,"East Josephland, KM",120392-155826,6/23/2025,Startup,"TensorFlow, PyTorch",120392,155826,138109,2025,6,Medium
1535,Wong-Miller,Tech,ML Engineer,"Flask, NumPy, Scikit-learn",Entry,Full-time,"Lake Joseph, DO",83724-177161,5/9/2024,Large,LangChain,83724,177161,130442.5,2024,5,Medium
1536,"Franco, Green and Green",Finance,ML Engineer,"MLflow, GCP, Python, R, TensorFlow",Senior,Internship,"Michelleborough, AT",43526-94615,1/25/2024,Mid,MLflow,43526,94615,69070.5,2024,1,Low
1537,Gould Inc,Automotive,Computer Vision Engineer,"Azure, CUDA, LangChain, Hugging Face",Mid,Contract,"North Amber, CH",69190-92823,1/5/2024,Large,Scikit-learn,69190,92823,81006.5,2024,1,Low
